action,module_idx,num_modules,cold_start_time,exec_time,input_shape,input_bytes,file_size
cold_start,0,15,0.4253847599029541,0.0006046295166015625,[1],72,156022530
cold_start,1,15,0.07592606544494629,0.0011219978332519531,[1],72,28377300
cold_start,2,15,0.06577372550964355,0.0011272430419921875,[1],72,28383156
cold_start,3,15,0.0742342472076416,0.0014452934265136719,[1],72,28383156
cold_start,4,15,0.07854127883911133,0.0011737346649169922,[1],72,28383256
cold_start,5,15,0.07473540306091309,0.0013566017150878906,[1],72,28383256
cold_start,6,15,0.04054880142211914,0.0011816024780273438,[1],72,28383192
cold_start,7,15,0.03558182716369629,0.0011701583862304688,[1],72,28383256
cold_start,8,15,0.035596609115600586,0.0011622905731201172,[1],72,28383256
cold_start,9,15,0.03578329086303711,0.001180410385131836,[1],72,28383256
cold_start,10,15,0.0358586311340332,0.001191854476928711,[1],72,28383312
cold_start,11,15,0.04008173942565918,0.002885103225708008,[1],72,28383312
cold_start,12,15,0.03580284118652344,0.002871274948120117,[1],72,28383312
cold_start,13,15,0.0029964447021484375,0.0003750324249267578,[1],72,2364932
cold_start,14,15,0.0010569095611572266,0.00016117095947265625,[1],72,1824
cold_start,0,15,0.3816409111022949,0.0005953311920166016,[1],72,156023018
cold_start,1,15,0.07353472709655762,0.002833127975463867,[1],72,28383256
cold_start,2,15,0.07361936569213867,0.0029299259185791016,[1],72,28383256
cold_start,3,15,0.039551496505737305,0.002838611602783203,[1],72,28383256
cold_start,4,15,0.03604006767272949,0.002847433090209961,[1],72,28383256
cold_start,5,15,0.03526186943054199,0.003021240234375,[1],72,28383256
cold_start,6,15,0.04061698913574219,0.002948760986328125,[1],72,28383256
cold_start,7,15,0.03640031814575195,0.002911090850830078,[1],72,28383256
cold_start,8,15,0.036525726318359375,0.0028662681579589844,[1],72,28383256
cold_start,9,15,0.04004836082458496,0.0029532909393310547,[1],72,28383256
cold_start,10,15,0.04107499122619629,0.00286102294921875,[1],72,28383312
cold_start,11,15,0.04059767723083496,0.0028994083404541016,[1],72,28383312
cold_start,12,15,0.03569674491882324,0.002894163131713867,[1],72,28383312
cold_start,13,15,0.0028100013732910156,0.00038242340087890625,[1],72,2364932
cold_start,14,15,0.0008535385131835938,0.00016379356384277344,[1],72,1928
cold_start,0,15,0.38040709495544434,0.0005793571472167969,[1],72,156023018
cold_start,1,15,0.04049205780029297,0.003329753875732422,[1],72,28383256
cold_start,2,15,0.045142173767089844,0.0029296875,[1],72,28383256
cold_start,3,15,0.03591585159301758,0.002928495407104492,[1],72,28383256
cold_start,4,15,0.039786577224731445,0.0028333663940429688,[1],72,28383292
cold_start,5,15,0.03560447692871094,0.002953052520751953,[1],72,28383292
cold_start,6,15,0.03559470176696777,0.0028519630432128906,[1],72,28383292
cold_start,7,15,0.05119490623474121,0.002209901809692383,[1],72,28383292
cold_start,8,15,0.03754401206970215,0.0029158592224121094,[1],72,28383292
cold_start,9,15,0.036002159118652344,0.0019714832305908203,[1],72,28383292
cold_start,10,15,0.035598039627075195,0.0019404888153076172,[1],72,28383348
cold_start,11,15,0.04058241844177246,0.002162933349609375,[1],72,28383348
cold_start,12,15,0.03619503974914551,0.0016732215881347656,[1],72,28383348
cold_start,13,15,0.0027306079864501953,0.00037932395935058594,[1],72,2364934
cold_start,14,15,0.0008797645568847656,0.00016307830810546875,[1],72,1930
cold_start,0,15,0.3938140869140625,0.0006401538848876953,[1],72,156023158
cold_start,1,15,0.036565542221069336,0.002041339874267578,[1],72,28383292
cold_start,2,15,0.03804636001586914,0.0012674331665039062,[1],72,28383292
cold_start,3,15,0.03612804412841797,0.0017914772033691406,[1],72,28383292
cold_start,4,15,0.04021310806274414,0.0017430782318115234,[1],72,28383292
cold_start,5,15,0.03605389595031738,0.0015382766723632812,[1],72,28383292
cold_start,6,15,0.03622031211853027,0.0015575885772705078,[1],72,28383292
